"ContentId","StableId","ContentType","ContentSubtype","SourceKind","SeasonId","SeasonNumber","UniverseYearOrDate","RaceOrEventId","DriverId","TeamId","StoryThreadId","Title","ContentProvenance","ExpectedAssetId","ConfiguredAssetPath","ResolvedPhysicalFile","CurrentFallbackPath","UiSurfaces","Ships","ReachableInUi","ImageWidth","ImageHeight","AspectRatio","FileFormat","FileSizeBytes","HasAlpha","DecodeStatus","BuildCopyStatus","PublishPackageStatus","Sha256","PerceptualHash","ExactReuseCount","NearDuplicateReuseCount","ExactDuplicateGroup","NearDuplicateGroup","PlaceholderDetectionReason","CurrentAuditStatus","Severity","RecommendedAction","NewArtRequired","Notes","SourceFile","SourceLocator"
"historical-race:1996:2","historical-race:1996:2","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1996","","1996","round:2","","","","Brazilian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1996.json","rounds[round=2]"
"historical-race:1996:3","historical-race:1996:3","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1996","","1996","round:3","","","","Argentine Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1996.json","rounds[round=3]"
"historical-race:1996:4","historical-race:1996:4","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1996","","1996","round:4","","","","European Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1996.json","rounds[round=4]"
"historical-race:1996:5","historical-race:1996:5","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1996","","1996","round:5","","","","San Marino Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1996.json","rounds[round=5]"
"historical-race:1996:6","historical-race:1996:6","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1996","","1996","round:6","","","","Monaco Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1996.json","rounds[round=6]"
"historical-race:1996:7","historical-race:1996:7","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1996","","1996","round:7","","","","Spanish Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1996.json","rounds[round=7]"
"historical-race:1996:8","historical-race:1996:8","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1996","","1996","round:8","","","","Canadian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1996.json","rounds[round=8]"
"historical-race:1996:9","historical-race:1996:9","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1996","","1996","round:9","","","","French Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1996.json","rounds[round=9]"
"historical-race:1997:1","historical-race:1997:1","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1997","","1997","round:1","","","","Australian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1997.json","rounds[round=1]"
"historical-race:1997:10","historical-race:1997:10","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1997","","1997","round:10","","","","German Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1997.json","rounds[round=10]"
"historical-race:1997:11","historical-race:1997:11","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1997","","1997","round:11","","","","Hungarian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1997.json","rounds[round=11]"
"historical-race:1997:12","historical-race:1997:12","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1997","","1997","round:12","","","","Belgian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1997.json","rounds[round=12]"
"historical-race:1997:13","historical-race:1997:13","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1997","","1997","round:13","","","","Italian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1997.json","rounds[round=13]"
"historical-race:1997:14","historical-race:1997:14","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1997","","1997","round:14","","","","Austrian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1997.json","rounds[round=14]"
"historical-race:1997:15","historical-race:1997:15","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1997","","1997","round:15","","","","Luxembourg Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1997.json","rounds[round=15]"
"historical-race:1997:16","historical-race:1997:16","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1997","","1997","round:16","","","","Japanese Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1997.json","rounds[round=16]"
"historical-race:1997:17","historical-race:1997:17","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1997","","1997","round:17","","","","European Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1997.json","rounds[round=17]"
"historical-race:1997:2","historical-race:1997:2","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1997","","1997","round:2","","","","Brazilian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1997.json","rounds[round=2]"
"historical-race:1997:3","historical-race:1997:3","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1997","","1997","round:3","","","","Argentine Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1997.json","rounds[round=3]"
"historical-race:1997:4","historical-race:1997:4","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1997","","1997","round:4","","","","San Marino Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1997.json","rounds[round=4]"
"historical-race:1997:5","historical-race:1997:5","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1997","","1997","round:5","","","","Monaco Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1997.json","rounds[round=5]"
"historical-race:1997:6","historical-race:1997:6","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1997","","1997","round:6","","","","Spanish Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1997.json","rounds[round=6]"
"historical-race:1997:7","historical-race:1997:7","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1997","","1997","round:7","","","","Canadian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1997.json","rounds[round=7]"
"historical-race:1997:8","historical-race:1997:8","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1997","","1997","round:8","","","","French Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1997.json","rounds[round=8]"
"historical-race:1997:9","historical-race:1997:9","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1997","","1997","round:9","","","","British Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1997.json","rounds[round=9]"
"historical-race:1998:1","historical-race:1998:1","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1998","","1998","round:1","","","","Australian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1998.json","rounds[round=1]"
"historical-race:1998:10","historical-race:1998:10","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1998","","1998","round:10","","","","Austrian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1998.json","rounds[round=10]"
"historical-race:1998:11","historical-race:1998:11","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1998","","1998","round:11","","","","German Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1998.json","rounds[round=11]"
"historical-race:1998:12","historical-race:1998:12","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1998","","1998","round:12","","","","Hungarian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1998.json","rounds[round=12]"
"historical-race:1998:13","historical-race:1998:13","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1998","","1998","round:13","","","","Belgian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1998.json","rounds[round=13]"
"historical-race:1998:14","historical-race:1998:14","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1998","","1998","round:14","","","","Italian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1998.json","rounds[round=14]"
"historical-race:1998:15","historical-race:1998:15","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1998","","1998","round:15","","","","Luxembourg Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1998.json","rounds[round=15]"
"historical-race:1998:16","historical-race:1998:16","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1998","","1998","round:16","","","","Japanese Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1998.json","rounds[round=16]"
"historical-race:1998:2","historical-race:1998:2","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1998","","1998","round:2","","","","Brazilian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1998.json","rounds[round=2]"
"historical-race:1998:3","historical-race:1998:3","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1998","","1998","round:3","","","","Argentine Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1998.json","rounds[round=3]"
"historical-race:1998:4","historical-race:1998:4","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1998","","1998","round:4","","","","San Marino Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1998.json","rounds[round=4]"
"historical-race:1998:5","historical-race:1998:5","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1998","","1998","round:5","","","","Spanish Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1998.json","rounds[round=5]"
"historical-race:1998:6","historical-race:1998:6","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1998","","1998","round:6","","","","Monaco Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1998.json","rounds[round=6]"
"historical-race:1998:7","historical-race:1998:7","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1998","","1998","round:7","","","","Canadian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1998.json","rounds[round=7]"
"historical-race:1998:8","historical-race:1998:8","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1998","","1998","round:8","","","","French Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1998.json","rounds[round=8]"
"historical-race:1998:9","historical-race:1998:9","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1998","","1998","round:9","","","","British Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1998.json","rounds[round=9]"
"historical-race:1999:1","historical-race:1999:1","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1999","","1999","round:1","","","","Australian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1999.json","rounds[round=1]"
"historical-race:1999:10","historical-race:1999:10","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1999","","1999","round:10","","","","German Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1999.json","rounds[round=10]"
"historical-race:1999:11","historical-race:1999:11","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1999","","1999","round:11","","","","Hungarian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1999.json","rounds[round=11]"
"historical-race:1999:12","historical-race:1999:12","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1999","","1999","round:12","","","","Belgian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1999.json","rounds[round=12]"
"historical-race:1999:13","historical-race:1999:13","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1999","","1999","round:13","","","","Italian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1999.json","rounds[round=13]"
"historical-race:1999:14","historical-race:1999:14","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1999","","1999","round:14","","","","European Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1999.json","rounds[round=14]"
"historical-race:1999:15","historical-race:1999:15","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1999","","1999","round:15","","","","Malaysian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1999.json","rounds[round=15]"
